Map,Date,Duration,Friends,Score,Result,Player,Ping,Kills,Assists,Deaths,MVP,HSP,Player score
Inferno,26/09 00:51,53:13,4,15 : 15,won,mancomeister,32,43,4,19,5,37%,98
Inferno,26/09 00:51,53:13,4,15 : 15,won,Barbameister,29,26,9,23,5,38%,73
Inferno,26/09 00:51,53:13,4,15 : 15,won,Tablon James,21,15,4,22,3,37%,46
Inferno,26/09 00:51,53:13,4,15 : 15,won,MaxKent,31,17,4,25,2,5%,42
Inferno,26/09 00:51,53:13,4,15 : 15,won,Gerardo Sofovich,21,4,4,24,0,25%,13
Cache,21/09 23:14,49:40,3,16 : 14,won,mancomeister,31,42,3,17,8,11%,91
Cache,21/09 23:14,49:40,3,16 : 14,won,Izze - www.twitch.tv/izzelas,32,32,2,19,5,43%,69
Cache,21/09 23:14,49:40,3,16 : 14,won,Barbameister,34,15,13,22,1,26%,51
Cache,21/09 23:14,49:40,3,16 : 14,won,Houzen,36,12,7,20,0,58%,31
Cache,21/09 23:14,49:40,3,16 : 14,won,Tablon James,31,11,4,20,2,27%,28
Dust II,20/09 00:53,42:29,3,16 : 11,won,mancomeister,31,34,10,18,6,47%,80
Dust II,20/09 00:53,42:29,3,16 : 11,won,marian_pm,34,26,6,20,6,38%,71
Dust II,20/09 00:53,42:29,3,16 : 11,won,Tablon James,30,25,4,21,2,40%,62
Dust II,20/09 00:53,42:29,3,16 : 11,won,Gerardo Sofovich,18,9,5,20,1,55%,32
Dust II,20/09 00:53,42:29,3,16 : 11,won,Barbameister,31,13,3,22,1,28%,31
Inferno,19/09 23:55,48:02,3,16 : 11,won,mancomeister,34,39,4,14,7,28%,91
Inferno,19/09 23:55,48:02,3,16 : 11,won,Barbameister,31,20,8,14,5,35%,56
Inferno,19/09 23:55,48:02,3,16 : 11,won,Tablon James,31,22,4,14,4,22%,53
Inferno,19/09 23:55,48:02,3,16 : 11,won,marian_pm,34,12,6,16,0,33%,34
Inferno,19/09 23:55,48:02,3,16 : 11,won,Gerardo Sofovich,19,7,1,20,0,28%,21
Inferno,19/09 02:28,35:01,2,16 : 6,won,paper,43,26,6,11,5,50%,64
Inferno,19/09 02:28,35:01,2,16 : 6,won,9z_guisn98,31,18,8,16,4,38%,48
Inferno,19/09 02:28,35:01,2,16 : 6,won,Tablon James,31,16,3,14,2,37%,42
Inferno,19/09 02:28,35:01,2,16 : 6,won,Gerardo Sofovich,23,16,5,18,4,43%,39
Inferno,19/09 02:28,35:01,2,16 : 6,won,pmky 'pmc,43,14,4,13,1,57%,33
Mirage,19/09 02:00,23:14,2,1 : 16,lost,paper,35,9,3,16,0,77%,24
Mirage,19/09 02:00,23:14,2,1 : 16,lost,Tablon James,31,8,2,17,0,37%,18
Mirage,19/09 02:00,23:14,2,1 : 16,lost,9z_guisn98,26,6,0,17,1,16%,12
Mirage,19/09 02:00,23:14,2,1 : 16,lost,Gerardo Sofovich,18,5,0,17,0,60%,12
Mirage,19/09 02:00,23:14,2,1 : 16,lost,jma,47,5,1,16,0,20%,11
Inferno,18/09 23:19,46:38,4,13 : 16,lost,[Z]elth,40,26,4,20,4,33%,60
Inferno,18/09 23:19,46:38,4,13 : 16,lost,paper,34,18,8,19,1,16%,56
Inferno,18/09 23:19,46:38,4,13 : 16,lost,nicookazan,35,23,5,25,2,39%,52
Inferno,18/09 23:19,46:38,4,13 : 16,lost,Tablon James,20,20,5,23,6,35%,48
Inferno,18/09 23:19,46:38,4,13 : 16,lost,BOT Zini,708,11,4,22,0,36%,30
Inferno,13/09 01:22,48:18,3,16 : 12,won,[Z]elth,43,30,6,18,5,45%,74
Inferno,13/09 01:22,48:18,3,16 : 12,won,MaxKent,38,24,6,17,5,37%,63
Inferno,13/09 01:22,48:18,3,16 : 12,won,BOT Zini,39,22,13,21,2,22%,61
Inferno,13/09 01:22,48:18,3,16 : 12,won,Tablon James,32,17,8,23,3,29%,43
Inferno,13/09 01:22,48:18,3,16 : 12,won,ElAlzehimerDeMirtha,43,12,4,20,1,16%,32
Mirage,07/09 01:04,38:22,4,16 : 11,won,BOT Zini,41,26,2,22,5,30%,62
Mirage,07/09 01:04,38:22,4,16 : 11,won,Tablon James,39,21,5,19,3,33%,56
Mirage,07/09 01:04,38:22,4,16 : 11,won,[Z]elth,43,19,1,17,1,31%,41
Mirage,07/09 01:04,38:22,4,16 : 11,won,nicookazan,34,11,6,25,2,18%,32
Mirage,07/09 01:04,38:22,4,16 : 11,won,Gerardo Sofovich,27,10,2,20,0,60%,25
Inferno,07/09 00:15,33:36,4,16 : 4,won,BOT Zini,32,23,6,11,6,4%,57
Inferno,07/09 00:15,33:36,4,16 : 4,won,[Z]elth,46,23,5,11,3,52%,54
Inferno,07/09 00:15,33:36,4,16 : 4,won,Tablon James,38,17,8,13,2,17%,45
Inferno,07/09 00:15,33:36,4,16 : 4,won,nicookazan,31,16,6,13,2,18%,38
Inferno,07/09 00:15,33:36,4,16 : 4,won,Gerardo Sofovich,27,12,5,16,3,25%,33
Mirage,05/09 23:54,31:09,2,4 : 16,lost,L4nchi77,29,11,2,17,2,27%,33
Mirage,05/09 23:54,31:09,2,4 : 16,lost,BOT Zini,28,13,3,19,1,38%,29
Mirage,05/09 23:54,31:09,2,4 : 16,lost,Tablon James,33,8,4,18,0,0%,28
Mirage,05/09 23:54,31:09,2,4 : 16,lost,sabino,113,10,1,15,1,20%,27
Mirage,05/09 23:54,31:09,2,4 : 16,lost,[Z]elth,29,10,1,17,0,30%,22
Inferno,05/09 23:07,41:49,2,16 : 11,won,BOT Zini,42,28,7,23,3,25%,72
Inferno,05/09 23:07,41:49,2,16 : 11,won,Tablon James,44,23,3,21,2,13%,49
Inferno,05/09 23:07,41:49,2,16 : 11,won,[Z]elth,45,18,3,24,1,33%,42
Inferno,05/09 23:07,41:49,2,16 : 11,won,FCND,41,14,6,20,3,28%,38
Inferno,05/09 23:07,41:49,2,16 : 11,won,Lorem ipsum,22,8,7,21,2,25%,23
Inferno,05/09 00:37,37:14,2,6 : 16,lost,MaxKent,33,19,1,20,2,26%,41
Inferno,05/09 00:37,37:14,2,6 : 16,lost,Tablon James,31,14,9,20,1,42%,41
Inferno,05/09 00:37,37:14,2,6 : 16,lost,BOT Zini,26,17,4,20,1,41%,40
Inferno,05/09 00:37,37:14,2,6 : 16,lost,vidz,0,15,2,16,2,23%,35
Inferno,05/09 00:37,37:14,2,6 : 16,lost,wind ♥♥♥♥♥♥♥♥♥♥♥♥,26,5,1,19,0,20%,14
Mirage,04/09 23:49,41:06,3,16 : 9,won,carthos75,51,40,2,12,8,37%,97
Mirage,04/09 23:49,41:06,3,16 : 9,won,mancomeister,31,22,3,17,3,36%,57
Mirage,04/09 23:49,41:06,3,16 : 9,won,MaxKent,38,18,4,17,0,33%,50
Mirage,04/09 23:49,41:06,3,16 : 9,won,Tablon James,28,16,4,20,3,37%,41
Mirage,04/09 23:49,41:06,3,16 : 9,won,BOT Zini,42,9,6,17,2,44%,33
Mirage,03/09 23:58,46:22,3,15 : 15,won,paper,64,25,3,20,3,20%,66
Mirage,03/09 23:58,46:22,3,15 : 15,won,BOT Zini,59,24,1,21,3,16%,63
Mirage,03/09 23:58,46:22,3,15 : 15,won,Tablon James,61,21,10,24,3,9%,59
Mirage,03/09 23:58,46:22,3,15 : 15,won,Calvão Bueno,76,20,3,23,3,35%,55
Mirage,03/09 23:58,46:22,3,15 : 15,won,Gerardo Sofovich,53,13,3,27,3,23%,37
Inferno,03/09 23:12,39:36,3,12 : 16,lost,paper,47,33,5,18,4,51%,79
Inferno,03/09 23:12,39:36,3,12 : 16,lost,Tablon James,31,25,2,16,7,20%,63
Inferno,03/09 23:12,39:36,3,12 : 16,lost,BOT Zini,31,22,3,22,5,40%,48
Inferno,03/09 23:12,39:36,3,12 : 16,lost,Gerardo Sofovich,26,12,6,23,0,50%,33
Inferno,03/09 23:12,39:36,3,12 : 16,lost,| TAQuEEZ,0,0,1,6,0,0%,1
Inferno,02/09 23:21,41:41,1,16 : 10,won,BOT Zini,42,19,6,21,1,10%,47
Inferno,02/09 23:21,41:41,1,16 : 10,won,W I ϟ H E,0,18,3,17,3,26%,45
Inferno,02/09 23:21,41:41,1,16 : 10,won,Barbinha,10,16,3,22,2,31%,43
Inferno,02/09 23:21,41:41,1,16 : 10,won,Tablon James,42,16,3,19,1,37%,37
Inferno,02/09 23:21,41:41,1,16 : 10,won,Pepino de mar,56,15,2,20,3,40%,35
Mirage,30/08 01:06,31:31,3,16 : 8,won,[Z]elth,38,29,3,9,6,58%,74
Mirage,30/08 01:06,31:31,3,16 : 8,won,Tablon James,31,24,10,13,1,16%,65
Mirage,30/08 01:06,31:31,3,16 : 8,won,BOT Zini,29,22,6,13,4,27%,52
Mirage,30/08 01:06,31:31,3,16 : 8,won,nicookazan,31,20,2,12,5,20%,47
Mirage,30/08 01:06,31:31,3,16 : 8,won,iDerkss,18,7,4,14,0,71%,20
Inferno,30/08 00:11,48:13,3,14 : 16,lost,[Z]elth,45,33,4,25,4,39%,72
Inferno,30/08 00:11,48:13,3,14 : 16,lost,BOT Zini,37,19,11,23,3,31%,56
Inferno,30/08 00:11,48:13,3,14 : 16,lost,nicookazan,38,24,2,21,5,16%,54
Inferno,30/08 00:11,48:13,3,14 : 16,lost,Tablon James,36,20,9,22,1,25%,51
Inferno,30/08 00:11,48:13,3,14 : 16,lost,iDerkss,27,7,2,24,1,57%,20
Mirage,23/08 00:52,43:04,2,15 : 15,won,ForceN,30,35,2,19,5,25%,73
Mirage,23/08 00:52,43:04,2,15 : 15,won,Wolfverine,54,22,5,21,2,31%,53
Mirage,23/08 00:52,43:04,2,15 : 15,won,BOT Zini,27,21,4,22,2,38%,52
Mirage,23/08 00:52,43:04,2,15 : 15,won,Tablon James,55,13,5,21,3,15%,40
Mirage,23/08 00:52,43:04,2,15 : 15,won,[Z]elth,37,16,5,20,3,31%,39
Mirage,23/08 00:13,33:05,4,16 : 8,won,BOT Zini,40,24,10,16,4,41%,62
Mirage,23/08 00:13,33:05,4,16 : 8,won,Tablon James,32,24,7,16,3,37%,60
Mirage,23/08 00:13,33:05,4,16 : 8,won,nicookazan,39,21,5,15,6,38%,53
Mirage,23/08 00:13,33:05,4,16 : 8,won,[Z]elth,44,21,4,14,2,28%,48
Mirage,23/08 00:13,33:05,4,16 : 8,won,paper,50,8,6,13,1,10%,30
Mirage,22/08 00:18,45:22,3,16 : 13,won,BOT Zini,30,23,2,20,3,13%,61
Mirage,22/08 00:18,45:22,3,16 : 13,won,Tablon James,31,24,3,22,4,37%,55
Mirage,22/08 00:18,45:22,3,16 : 13,won,nicookazan,29,22,4,19,2,22%,50
Mirage,22/08 00:18,45:22,3,16 : 13,won,d3sas,17,19,7,19,2,36%,50
Mirage,22/08 00:18,45:22,3,16 : 13,won,paper,43,20,2,19,2,30%,47
Inferno,21/08 23:37,29:05,2,16 : 2,won,Tablon James,30,14,1,17,0,28%,29
Inferno,21/08 23:37,29:05,2,16 : 2,won,paper,38,10,2,13,1,33%,24
Inferno,21/08 23:37,29:05,2,16 : 2,won,BOT Zini,35,6,8,17,0,0%,22
Inferno,21/08 23:37,29:05,2,16 : 2,won,WUHAN,89,7,3,16,1,28%,17
Inferno,21/08 23:37,29:05,2,16 : 2,won,BANANA,0,1,2,8,0,0%,4
Inferno,19/08 00:18,50:19,3,13 : 16,lost,MatiMartinez,105,25,4,18,4,24%,71
Inferno,19/08 00:18,50:19,3,13 : 16,lost,BOT Zini,40,26,6,22,2,42%,64
Inferno,19/08 00:18,50:19,3,13 : 16,lost,paper,39,24,7,20,3,33%,61
Inferno,19/08 00:18,50:19,3,13 : 16,lost,Tablon James,31,20,4,26,2,30%,45
Inferno,19/08 00:18,50:19,3,13 : 16,lost,Gerardo Sofovich,35,7,7,25,2,25%,29
Inferno,15/08 01:59,36:06,2,5 : 16,lost,77.tincho,41,28,2,7,5,28%,63
Inferno,15/08 01:59,36:06,2,5 : 16,lost,Tablon James,28,23,4,14,6,39%,58
Inferno,15/08 01:59,36:06,2,5 : 16,lost,BOT Zini,31,22,1,17,3,72%,56
Inferno,15/08 01:59,36:06,2,5 : 16,lost,Gerardo Sofovich,27,8,1,14,1,62%,30
Inferno,15/08 01:59,36:06,2,5 : 16,lost,MYKE TOWEEERS ♥♥♥♥♥♥♥♥♥♥♥♥,27,7,5,13,1,42%,22
Inferno,15/08 01:04,40:51,3,16 : 11,won,BOT Zini,31,24,6,20,4,58%,60
Inferno,15/08 01:04,40:51,3,16 : 11,won,paper,31,24,4,14,2,50%,56
Inferno,15/08 01:04,40:51,3,16 : 11,won,Tablon James,31,27,1,16,7,25%,55
Inferno,15/08 01:04,40:51,3,16 : 11,won,OV333R,5,8,3,16,2,37%,32
Inferno,15/08 01:04,40:51,3,16 : 11,won,Gerardo Sofovich,27,10,4,15,1,20%,29
Mirage,15/08 00:06,36:38,2,10 : 16,lost,BOT Zini,30,26,5,22,5,42%,61
Mirage,15/08 00:06,36:38,2,10 : 16,lost,paper,30,17,0,17,2,55%,43
Mirage,15/08 00:06,36:38,2,10 : 16,lost,SlipZhor,31,13,4,19,1,15%,34
Mirage,15/08 00:06,36:38,2,10 : 16,lost,Tablon James,37,12,1,21,2,38%,32
Mirage,15/08 00:06,36:38,2,10 : 16,lost,Bona,0,10,3,14,0,36%,27
Inferno,09/08 01:41,40:25,3,16 : 10,won,CARLITOS ♥♥♥♥♥♥♥♥♥♥♥♥,43,26,2,10,6,23%,62
Inferno,09/08 01:41,40:25,3,16 : 10,won,BOT Zini,41,25,3,19,4,28%,56
Inferno,09/08 01:41,40:25,3,16 : 10,won,[Z]elth,48,20,4,16,2,50%,45
Inferno,09/08 01:41,40:25,3,16 : 10,won,Gerardo Sofovich,33,15,4,16,1,53%,40
Inferno,09/08 01:41,40:25,3,16 : 10,won,Tablon James,32,16,4,17,3,25%,38
Mirage,09/08 00:52,42:31,2,12 : 16,lost,veiga05,12,24,4,23,2,25%,57
Mirage,09/08 00:52,42:31,2,12 : 16,lost,janfCS,5,23,4,19,6,26%,56
Mirage,09/08 00:52,42:31,2,12 : 16,lost,BOT Zini,41,19,7,26,1,31%,47
Mirage,09/08 00:52,42:31,2,12 : 16,lost,Tablon James,38,17,6,24,2,23%,44
Mirage,09/08 00:52,42:31,2,12 : 16,lost,[Z]elth,46,13,3,21,1,38%,32
Inferno,08/08 23:48,39:26,2,16 : 7,won,CRISGATOOO,17,26,9,10,4,15%,64
Inferno,08/08 23:48,39:26,2,16 : 7,won,BOT Zini,43,18,8,14,3,38%,52
Inferno,08/08 23:48,39:26,2,16 : 7,won,LAMBEPAU,30,23,2,12,5,21%,48
Inferno,08/08 23:48,39:26,2,16 : 7,won,Tyrion,40,17,2,13,3,35%,39
Inferno,08/08 23:48,39:26,2,16 : 7,won,Tablon James,33,14,3,14,1,21%,34
Inferno,08/08 00:50,46:19,2,16 : 10,won,MaxKent,40,31,4,18,5,43%,77
Inferno,08/08 00:50,46:19,2,16 : 10,won,Tablon James,36,32,4,21,3,37%,73
Inferno,08/08 00:50,46:19,2,16 : 10,won,FalleceAEdadTemprana,53,19,5,23,2,31%,46
Inferno,08/08 00:50,46:19,2,16 : 10,won,Gerardo Sofovich,33,5,5,26,0,20%,17
Inferno,08/08 00:50,46:19,2,16 : 10,won,M.A.C.O1,30,4,3,21,0,75%,15
Inferno,07/08 23:48,47:23,3,16 : 11,won,mancomeister,37,42,1,18,7,28%,94
Inferno,07/08 23:48,47:23,3,16 : 11,won,MaxKent,39,14,5,23,2,7%,33
Inferno,07/08 23:48,47:23,3,16 : 11,won,Tablon James,33,11,3,25,0,27%,25
Inferno,07/08 23:48,47:23,3,16 : 11,won,QAP,37,10,2,22,1,54%,22
Inferno,07/08 23:48,47:23,3,16 : 11,won,Gerardo Sofovich,34,8,2,24,1,37%,22
Mirage,07/08 22:57,30:31,2,16 : 6,won,Tyrion,79,20,3,18,2,70%,50
Mirage,07/08 22:57,30:31,2,16 : 6,won,Tablon James,33,14,6,21,1,50%,34
Mirage,07/08 22:57,30:31,2,16 : 6,won,Enrolagem,9,13,0,20,3,38%,26
Mirage,07/08 22:57,30:31,2,16 : 6,won,♛ RIKKI ♛,5,10,2,18,0,30%,24
Mirage,07/08 22:57,30:31,2,16 : 6,won,Gerardo Sofovich,32,6,3,20,0,14%,19
Mirage,07/08 21:07,42:33,2,16 : 12,won,MaxKent,42,27,3,19,7,37%,57
Mirage,07/08 21:07,42:33,2,16 : 12,won,Darkxodia,23,24,3,20,1,12%,55
Mirage,07/08 21:07,42:33,2,16 : 12,won,Tablon James,32,24,4,19,3,37%,52
Mirage,07/08 21:07,42:33,2,16 : 12,won,Gerardo Sofovich,34,12,4,23,1,25%,35
Mirage,07/08 21:07,42:33,2,16 : 12,won,:),122,10,11,23,0,30%,31
Inferno,03/08 00:20,47:43,2,15 : 15,won,Tablon James,30,28,9,24,4,32%,72
Inferno,03/08 00:20,47:43,2,15 : 15,won,MaxKent,41,28,3,23,7,35%,61
Inferno,03/08 00:20,47:43,2,15 : 15,won,DaYgOoxD,54,23,4,19,4,39%,56
Inferno,03/08 00:20,47:43,2,15 : 15,won,Gerardo Sofovich,25,8,10,29,0,37%,26
Inferno,03/08 00:20,47:43,2,15 : 15,won,LG,0,0,0,1,0,0%,0
Mirage,02/08 23:40,35:18,2,16 : 6,won,RAEL,31,18,4,20,0,50%,41
Mirage,02/08 23:40,35:18,2,16 : 6,won,MaxKent,40,18,2,20,0,50%,38
Mirage,02/08 23:40,35:18,2,16 : 6,won,Nobre,45,13,1,17,2,38%,32
Mirage,02/08 23:40,35:18,2,16 : 6,won,Tablon James,32,12,3,18,2,41%,30
Mirage,02/08 23:40,35:18,2,16 : 6,won,Gerardo Sofovich,31,4,3,16,2,0%,22
Mirage,01/08 01:39,34:52,3,9 : 16,lost,mancomeister,44,30,3,18,3,53%,71
Mirage,01/08 01:39,34:52,3,9 : 16,lost,Tablon James,31,13,6,23,2,38%,34
Mirage,01/08 01:39,34:52,3,9 : 16,lost,BOT Zini,39,13,4,22,3,15%,34
Mirage,01/08 01:39,34:52,3,9 : 16,lost,VTPlay,5,10,3,19,1,40%,28
Mirage,01/08 01:39,34:52,3,9 : 16,lost,Gerardo Sofovich,31,5,0,24,0,20%,13
Inferno,01/08 01:16,16:12,3,7 : 3,won,mancomeister,38,16,3,5,4,50%,37
Inferno,01/08 01:16,16:12,3,7 : 3,won,*0VERKILL*,38,8,0,6,1,37%,19
Inferno,01/08 01:16,16:12,3,7 : 3,won,BOT Zini,31,7,2,6,0,57%,16
Inferno,01/08 01:16,16:12,3,7 : 3,won,Tablon James,31,6,1,6,1,33%,13
Inferno,01/08 01:16,16:12,3,7 : 3,won,Gerardo Sofovich,25,3,3,5,0,0%,9
Inferno,01/08 00:42,27:35,3,3 : 15,lost,mancomeister,36,19,5,9,5,47%,50
Inferno,01/08 00:42,27:35,3,3 : 15,lost,MuchaGrasaCumbiera,39,20,6,12,3,33%,47
Inferno,01/08 00:42,27:35,3,3 : 15,lost,BOT Zini,31,12,7,10,4,23%,39
Inferno,01/08 00:42,27:35,3,3 : 15,lost,Tablon James,37,14,3,7,3,50%,38
Inferno,01/08 00:42,27:35,3,3 : 15,lost,Gerardo Sofovich,29,7,0,8,0,28%,25
Inferno,31/07 01:40,55:35,3,15 : 15,won,Tablon James,31,24,6,23,2,37%,69
